2011-05-26 01:20:18 Notice: Notice (8): Undefined index: email in [/Applications/MAMP/htdocs/gholias/views/themed/adminus/users/index.ctp, line 36]
2011-08-08 17:32:42 Notice: Notice (8): Undefined variable: lines in [/Applications/MAMP/htdocs/izifolder/app/views/themed/adminus/collections/admin_index.ctp, line 32]
2011-08-08 17:33:00 Notice: Notice (8): Undefined variable: collectios in [/Applications/MAMP/htdocs/izifolder/app/views/themed/adminus/collections/admin_index.ctp, line 32]
2011-08-08 17:33:17 Notice: Notice (8): Undefined variable: collectios in [/Applications/MAMP/htdocs/izifolder/app/views/themed/adminus/collections/admin_index.ctp, line 32]
2011-08-08 17:37:03 Notice: Notice (8): Undefined property: CategoriesController::$Categorie in [/Applications/MAMP/htdocs/izifolder/app/controllers/categories_controller.php, line 41]
2011-08-08 17:38:39 Notice: Notice (8): Undefined property: CategoriesController::$Categorie in [/Applications/MAMP/htdocs/izifolder/app/controllers/categories_controller.php, line 41]
2011-08-08 17:39:23 Notice: Notice (8): Undefined property: CategoriesController::$Categorie in [/Applications/MAMP/htdocs/izifolder/app/controllers/categories_controller.php, line 40]
2011-08-08 17:39:24 Notice: Notice (8): Undefined property: CategoriesController::$Categorie in [/Applications/MAMP/htdocs/izifolder/app/controllers/categories_controller.php, line 40]
2011-08-08 17:42:25 Notice: Notice (8): Undefined property: CategoriesController::$Categorie in [/Applications/MAMP/htdocs/izifolder/app/controllers/categories_controller.php, line 40]
2011-08-08 17:47:55 Notice: Notice (8): Undefined variable: categorie in [/Applications/MAMP/htdocs/izifolder/app/views/themed/adminus/categories/admin_index.ctp, line 35]
2011-08-08 17:47:55 Notice: Notice (8): Undefined index: date in [/Applications/MAMP/htdocs/izifolder/app/views/themed/adminus/categories/admin_index.ctp, line 36]
2011-08-08 17:48:38 Notice: Notice (8): Undefined variable: categorie in [/Applications/MAMP/htdocs/izifolder/app/views/themed/adminus/categories/admin_index.ctp, line 34]
2011-08-08 17:53:01 Notice: Notice (8): Undefined variable: categorie in [/Applications/MAMP/htdocs/izifolder/app/views/themed/adminus/categories/admin_index.ctp, line 34]
2011-08-08 17:55:47 Notice: Notice (8): Undefined property: ThemeView::$Paginator in [/Applications/MAMP/htdocs/izifolder/app/views/themed/adminus/categories/admin_index.ctp, line 56]
2011-08-08 18:11:58 Notice: Notice (8): Undefined index: Usuario in [/Applications/MAMP/htdocs/izifolder/app/views/themed/adminus/accounts/admin_index.ctp, line 41]
2011-08-08 18:11:58 Notice: Notice (8): Undefined index: Usuario in [/Applications/MAMP/htdocs/izifolder/app/views/themed/adminus/accounts/admin_index.ctp, line 42]
2011-08-08 18:11:58 Notice: Notice (8): Undefined index: Usuario in [/Applications/MAMP/htdocs/izifolder/app/views/themed/adminus/accounts/admin_index.ctp, line 43]
2011-08-08 18:11:58 Notice: Notice (8): Undefined index: Usuario in [/Applications/MAMP/htdocs/izifolder/app/views/themed/adminus/accounts/admin_index.ctp, line 44]
2011-08-08 18:11:58 Notice: Notice (8): Undefined index: Usuario in [/Applications/MAMP/htdocs/izifolder/app/views/themed/adminus/accounts/admin_index.ctp, line 45]
2011-08-08 18:11:58 Notice: Notice (8): Undefined index: Usuario in [/Applications/MAMP/htdocs/izifolder/app/views/themed/adminus/accounts/admin_index.ctp, line 46]
2011-08-08 18:11:58 Notice: Notice (8): Undefined index: Usuario in [/Applications/MAMP/htdocs/izifolder/app/views/themed/adminus/accounts/admin_index.ctp, line 47]
2011-08-08 18:11:58 Notice: Notice (8): Undefined index: Usuario in [/Applications/MAMP/htdocs/izifolder/app/views/themed/adminus/accounts/admin_index.ctp, line 48]
2011-08-08 18:11:58 Notice: Notice (8): Undefined index: Usuario in [/Applications/MAMP/htdocs/izifolder/app/views/themed/adminus/accounts/admin_index.ctp, line 49]
2011-08-08 18:11:58 Notice: Notice (8): Undefined index: Usuario in [/Applications/MAMP/htdocs/izifolder/app/views/themed/adminus/accounts/admin_index.ctp, line 50]
2011-08-08 18:11:58 Notice: Notice (8): Undefined index: Usuario in [/Applications/MAMP/htdocs/izifolder/app/views/themed/adminus/accounts/admin_index.ctp, line 52]
2011-08-08 18:11:58 Notice: Notice (8): Undefined index: Usuario in [/Applications/MAMP/htdocs/izifolder/app/views/themed/adminus/accounts/admin_index.ctp, line 53]
2011-08-08 18:12:18 Notice: Notice (8): Undefined index: Usuario in [/Applications/MAMP/htdocs/izifolder/app/views/themed/adminus/accounts/admin_index.ctp, line 41]
2011-08-08 18:12:18 Notice: Notice (8): Undefined index: Usuario in [/Applications/MAMP/htdocs/izifolder/app/views/themed/adminus/accounts/admin_index.ctp, line 42]
2011-08-08 18:12:18 Notice: Notice (8): Undefined index: Usuario in [/Applications/MAMP/htdocs/izifolder/app/views/themed/adminus/accounts/admin_index.ctp, line 43]
2011-08-08 18:12:18 Notice: Notice (8): Undefined index: Usuario in [/Applications/MAMP/htdocs/izifolder/app/views/themed/adminus/accounts/admin_index.ctp, line 44]
2011-08-08 18:12:18 Notice: Notice (8): Undefined index: Usuario in [/Applications/MAMP/htdocs/izifolder/app/views/themed/adminus/accounts/admin_index.ctp, line 45]
2011-08-08 18:12:18 Notice: Notice (8): Undefined index: Usuario in [/Applications/MAMP/htdocs/izifolder/app/views/themed/adminus/accounts/admin_index.ctp, line 46]
2011-08-08 18:12:18 Notice: Notice (8): Undefined index: Usuario in [/Applications/MAMP/htdocs/izifolder/app/views/themed/adminus/accounts/admin_index.ctp, line 47]
2011-08-08 18:12:18 Notice: Notice (8): Undefined index: Usuario in [/Applications/MAMP/htdocs/izifolder/app/views/themed/adminus/accounts/admin_index.ctp, line 48]
2011-08-08 18:12:18 Notice: Notice (8): Undefined index: Usuario in [/Applications/MAMP/htdocs/izifolder/app/views/themed/adminus/accounts/admin_index.ctp, line 49]
2011-08-08 18:12:18 Notice: Notice (8): Undefined index: Usuario in [/Applications/MAMP/htdocs/izifolder/app/views/themed/adminus/accounts/admin_index.ctp, line 50]
2011-08-08 18:12:18 Notice: Notice (8): Undefined index: Usuario in [/Applications/MAMP/htdocs/izifolder/app/views/themed/adminus/accounts/admin_index.ctp, line 52]
2011-08-08 18:12:18 Notice: Notice (8): Undefined index: Usuario in [/Applications/MAMP/htdocs/izifolder/app/views/themed/adminus/accounts/admin_index.ctp, line 53]
2011-08-08 18:15:13 Notice: Notice (8): Undefined variable: usuario in [/Applications/MAMP/htdocs/izifolder/app/views/themed/adminus/accounts/admin_index.ctp, line 33]
2011-08-08 18:15:13 Notice: Notice (8): Undefined variable: usuario in [/Applications/MAMP/htdocs/izifolder/app/views/themed/adminus/accounts/admin_index.ctp, line 34]
2011-08-08 18:15:13 Notice: Notice (8): Undefined variable: usuario in [/Applications/MAMP/htdocs/izifolder/app/views/themed/adminus/accounts/admin_index.ctp, line 36]
2011-08-08 18:15:13 Notice: Notice (8): Undefined variable: usuario in [/Applications/MAMP/htdocs/izifolder/app/views/themed/adminus/accounts/admin_index.ctp, line 37]
2011-08-08 18:15:37 Notice: Notice (8): Undefined variable: usuario in [/Applications/MAMP/htdocs/izifolder/app/views/themed/adminus/accounts/admin_index.ctp, line 33]
2011-08-08 18:15:37 Notice: Notice (8): Undefined index: Usuario in [/Applications/MAMP/htdocs/izifolder/app/views/themed/adminus/accounts/admin_index.ctp, line 36]
2011-08-08 18:15:37 Notice: Notice (8): Undefined index: Usuario in [/Applications/MAMP/htdocs/izifolder/app/views/themed/adminus/accounts/admin_index.ctp, line 37]
2011-08-08 18:15:50 Notice: Notice (8): Undefined index: Usuario in [/Applications/MAMP/htdocs/izifolder/app/views/themed/adminus/accounts/admin_index.ctp, line 36]
2011-08-08 18:15:50 Notice: Notice (8): Undefined index: Usuario in [/Applications/MAMP/htdocs/izifolder/app/views/themed/adminus/accounts/admin_index.ctp, line 37]
2011-08-08 18:34:26 Notice: Notice (8): Undefined index: picture in [/Applications/MAMP/htdocs/izifolder/app/controllers/products_controller.php, line 34]
2011-08-08 18:36:53 Notice: Notice (8): Undefined index: Categorie in [/Applications/MAMP/htdocs/izifolder/app/views/themed/adminus/products/admin_index.ctp, line 45]
2011-08-08 18:36:59 Notice: Notice (8): Undefined index: Categorie in [/Applications/MAMP/htdocs/izifolder/app/views/themed/adminus/products/admin_index.ctp, line 45]
2011-08-08 18:37:38 Notice: Notice (8): Undefined index: Categorie in [/Applications/MAMP/htdocs/izifolder/app/views/themed/adminus/products/admin_index.ctp, line 45]
2011-08-08 18:37:43 Notice: Notice (8): Undefined index: Categorie in [/Applications/MAMP/htdocs/izifolder/app/views/themed/adminus/products/admin_index.ctp, line 45]
2011-08-08 23:11:16 Notice: Notice (8): Undefined variable: product in [/Applications/MAMP/htdocs/izifolder/app/controllers/pictures_controller.php, line 34]
2011-08-08 23:11:16 Notice: Notice (8): Undefined variable: album in [/Applications/MAMP/htdocs/izifolder/app/views/themed/adminus/pictures/admin_index.ctp, line 17]
2011-08-08 23:11:37 Notice: Notice (8): Undefined variable: product in [/Applications/MAMP/htdocs/izifolder/app/controllers/pictures_controller.php, line 34]
2011-08-11 23:34:40 Notice: Notice (8): Undefined property: stdClass::$alias in [/Applications/MAMP/htdocs/sgce/cake/libs/controller/controller.php, line 1107]
2011-08-11 23:35:24 Notice: Notice (8): Undefined property: PerguntasController::$Category in [/Applications/MAMP/htdocs/sgce/app/controllers/perguntas_controller.php, line 6]
2011-08-11 23:39:59 Notice: Notice (8): Undefined variable: categories in [/Applications/MAMP/htdocs/sgce/app/views/themed/adminus/perguntas/admin_cadastrar.ctp, line 19]
2011-08-11 23:43:31 Notice: Notice (8): Undefined variable: perguntas in [/Applications/MAMP/htdocs/sgce/app/views/themed/adminus/perguntas/admin_editar.ctp, line 19]
2011-08-12 00:03:13 Notice: Notice (8): Undefined variable: perguntas in [/Applications/MAMP/htdocs/sgce/app/controllers/familias_controller.php, line 61]
2011-08-12 00:10:20 Notice: Notice (8): Undefined index: name in [/Applications/MAMP/htdocs/sgce/app/views/themed/adminus/familias/admin_index.ctp, line 34]
2011-08-12 00:20:37 Notice: Notice (8): Undefined index: Account in [/Applications/MAMP/htdocs/sgce/app/views/themed/adminus/usuarios/admin_index.ctp, line 33]
2011-08-12 00:20:37 Notice: Notice (8): Undefined index: Account in [/Applications/MAMP/htdocs/sgce/app/views/themed/adminus/usuarios/admin_index.ctp, line 34]
2011-08-12 00:20:37 Notice: Notice (8): Undefined index: Account in [/Applications/MAMP/htdocs/sgce/app/views/themed/adminus/usuarios/admin_index.ctp, line 36]
2011-08-12 00:20:37 Notice: Notice (8): Undefined index: Account in [/Applications/MAMP/htdocs/sgce/app/views/themed/adminus/usuarios/admin_index.ctp, line 37]
2011-08-12 00:46:53 Notice: Notice (8): Undefined variable: escolaridade in [/Applications/MAMP/htdocs/sgce/app/views/themed/adminus/familias/admin_editar.ctp, line 81]
2011-08-16 02:05:46 Notice: Notice (8): Undefined property: ThemeView::$Paginator in [/Applications/MAMP/htdocs/sgce/app/views/themed/adminus/encontros/admin_index.ctp, line 17]
2011-08-16 02:26:36 Notice: Notice (8): Undefined property: FrequenciasController::$Familia in [/Applications/MAMP/htdocs/sgce/app/controllers/frequencias_controller.php, line 7]
2011-08-16 02:27:24 Notice: Notice (8): Undefined variable: encontro in [/Applications/MAMP/htdocs/sgce/app/views/themed/adminus/frequencias/admin_index.ctp, line 7]
2011-08-16 02:27:24 Notice: Notice (8): Undefined variable: encontro in [/Applications/MAMP/htdocs/sgce/app/views/themed/adminus/frequencias/admin_index.ctp, line 7]
2011-08-16 02:27:41 Notice: Notice (8): Undefined variable: encontro in [/Applications/MAMP/htdocs/sgce/app/views/themed/adminus/frequencias/admin_index.ctp, line 7]
2011-08-16 02:28:09 Notice: Notice (8): Undefined variable: encontro in [/Applications/MAMP/htdocs/sgce/app/views/themed/adminus/frequencias/admin_index.ctp, line 7]
2011-08-16 02:35:10 Notice: Notice (8): Undefined variable: encontro in [/Applications/MAMP/htdocs/sgce/app/views/themed/adminus/frequencias/admin_index.ctp, line 7]
2011-08-16 02:35:49 Notice: Notice (8): Undefined variable: encontro in [/Applications/MAMP/htdocs/sgce/app/views/themed/adminus/frequencias/admin_index.ctp, line 7]
2011-08-16 02:37:16 Notice: Notice (8): Undefined variable: encontro in [/Applications/MAMP/htdocs/sgce/app/views/themed/adminus/frequencias/admin_index.ctp, line 7]
2011-08-16 02:37:33 Notice: Notice (8): Undefined variable: encontro in [/Applications/MAMP/htdocs/sgce/app/views/themed/adminus/frequencias/admin_index.ctp, line 7]
2011-08-16 02:39:01 Notice: Notice (8): Undefined variable: encontro in [/Applications/MAMP/htdocs/sgce/app/views/themed/adminus/frequencias/admin_index.ctp, line 7]
2011-08-16 02:39:21 Notice: Notice (8): Undefined variable: encontro in [/Applications/MAMP/htdocs/sgce/app/views/themed/adminus/frequencias/admin_index.ctp, line 7]
2011-08-16 02:39:34 Notice: Notice (8): Undefined variable: encontro in [/Applications/MAMP/htdocs/sgce/app/views/themed/adminus/frequencias/admin_index.ctp, line 7]
2011-08-16 02:41:11 Notice: Notice (8): Undefined variable: encontro in [/Applications/MAMP/htdocs/sgce/app/views/themed/adminus/frequencias/admin_index.ctp, line 7]
2011-08-16 02:41:22 Notice: Notice (8): Undefined variable: encontro in [/Applications/MAMP/htdocs/sgce/app/views/themed/adminus/frequencias/admin_index.ctp, line 7]
2011-08-16 02:42:05 Notice: Notice (8): Undefined index: nome in [/Applications/MAMP/htdocs/sgce/app/views/themed/adminus/familias/admin_index.ctp, line 30]
2011-08-16 02:42:05 Notice: Notice (8): Undefined index: nascimento in [/Applications/MAMP/htdocs/sgce/app/views/themed/adminus/familias/admin_index.ctp, line 31]
2011-08-16 02:49:15 Notice: Notice (8): Undefined index: nome in [/Applications/MAMP/htdocs/sgce/app/views/themed/adminus/familias/admin_index.ctp, line 30]
2011-08-16 02:49:15 Notice: Notice (8): Undefined index: nascimento in [/Applications/MAMP/htdocs/sgce/app/views/themed/adminus/familias/admin_index.ctp, line 31]
2011-08-16 02:50:13 Notice: Notice (8): Undefined index: nome in [/Applications/MAMP/htdocs/sgce/app/views/themed/adminus/familias/admin_index.ctp, line 30]
2011-08-16 02:50:13 Notice: Notice (8): Undefined index: nascimento in [/Applications/MAMP/htdocs/sgce/app/views/themed/adminus/familias/admin_index.ctp, line 31]
2011-08-16 02:50:36 Notice: Notice (8): Undefined index: nascimento in [/Applications/MAMP/htdocs/sgce/app/views/themed/adminus/familias/admin_index.ctp, line 31]
2011-08-16 02:51:20 Notice: Notice (8): Undefined index: nascimento in [/Applications/MAMP/htdocs/sgce/app/views/themed/adminus/familias/admin_index.ctp, line 31]
2011-08-16 02:52:17 Notice: Notice (8): Undefined index: nascimento in [/Applications/MAMP/htdocs/sgce/app/views/themed/adminus/familias/admin_index.ctp, line 31]
2011-08-16 02:53:38 Notice: Notice (8): Undefined variable: encontro in [/Applications/MAMP/htdocs/sgce/app/views/themed/adminus/frequencias/admin_index.ctp, line 7]
2011-08-16 02:54:13 Notice: Notice (8): Undefined property: Familia::$Pergunta in [/Applications/MAMP/htdocs/sgce/app/controllers/familias_controller.php, line 41]
2011-08-16 02:56:49 Notice: Notice (8): Undefined variable: encontro in [/Applications/MAMP/htdocs/sgce/app/views/themed/adminus/frequencias/admin_index.ctp, line 7]
2011-08-16 03:00:21 Notice: Notice (8): Undefined variable: encontro in [/Applications/MAMP/htdocs/sgce/app/views/themed/adminus/frequencias/admin_index.ctp, line 7]
2011-08-16 03:00:48 Notice: Notice (8): Undefined variable: encontro in [/Applications/MAMP/htdocs/sgce/app/views/themed/adminus/frequencias/admin_index.ctp, line 7]
2011-08-16 03:00:55 Notice: Notice (8): Undefined variable: encontro in [/Applications/MAMP/htdocs/sgce/app/views/themed/adminus/frequencias/admin_index.ctp, line 7]
2011-08-16 03:02:11 Notice: Notice (8): Undefined property: Familia::$Pergunta in [/Applications/MAMP/htdocs/sgce/app/controllers/familias_controller.php, line 41]
2011-08-16 03:05:54 Notice: Notice (8): Undefined variable: questionarios in [/Applications/MAMP/htdocs/sgce/app/controllers/familias_controller.php, line 54]
2011-08-16 03:08:59 Notice: Notice (8): Undefined variable: perguntas in [/Applications/MAMP/htdocs/sgce/app/views/themed/adminus/perguntas/admin_cadastrar.ctp, line 19]
2011-08-16 03:23:52 Notice: Notice (8): Undefined index: Account in [/Applications/MAMP/htdocs/sgce/app/views/themed/adminus/usuarios/admin_index.ctp, line 33]
2011-08-16 03:23:52 Notice: Notice (8): Undefined index: Account in [/Applications/MAMP/htdocs/sgce/app/views/themed/adminus/usuarios/admin_index.ctp, line 34]
2011-08-16 03:23:52 Notice: Notice (8): Undefined index: Account in [/Applications/MAMP/htdocs/sgce/app/views/themed/adminus/usuarios/admin_index.ctp, line 36]
2011-08-16 03:23:52 Notice: Notice (8): Undefined index: Account in [/Applications/MAMP/htdocs/sgce/app/views/themed/adminus/usuarios/admin_index.ctp, line 37]
2011-08-17 00:51:52 Notice: Notice (8): Undefined variable: usuarios in [/Applications/MAMP/htdocs/sgce/app/views/themed/adminus/usuarios/admin_index.ctp, line 31]
2011-08-17 00:52:08 Notice: Notice (8): Undefined variable: usuarios in [/Applications/MAMP/htdocs/sgce/app/views/themed/adminus/usuarios/admin_index.ctp, line 31]
2011-08-17 01:33:35 Notice: Notice (8): Undefined variable: perguntas in [/Applications/MAMP/htdocs/sgce/app/views/themed/adminus/perguntas/admin_cadastrar.ctp, line 19]
2011-08-17 01:53:34 Notice: Notice (8): Undefined index:  in [/Applications/MAMP/htdocs/sgce/app/views/themed/adminus/mantimentos/admin_index.ctp, line 29]
2011-08-17 01:53:37 Notice: Notice (8): Undefined index:  in [/Applications/MAMP/htdocs/sgce/app/views/themed/adminus/mantimentos/admin_index.ctp, line 29]
2011-08-17 01:53:39 Notice: Notice (8): Undefined index:  in [/Applications/MAMP/htdocs/sgce/app/views/themed/adminus/mantimentos/admin_index.ctp, line 29]
2011-08-17 01:54:08 Notice: Notice (8): Undefined index:  in [/Applications/MAMP/htdocs/sgce/app/views/themed/adminus/mantimentos/admin_index.ctp, line 29]
